date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:14:21	39016/39016	---M--	200	added ('OK')	font/woff2	etag:%22cf12bc2644036ec700e21d90ececa993%22	https://game.blockair.io/fonts/ChakraPetch-ExtraLight.woff2	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/fonts/ChakraPetch-ExtraLight.woff2	(from https://game.blockair.io/_app/immutable/assets/0.RD-aQmor.css)
09:14:22	41868/41868	---M--	200	added ('OK')	font/woff2	etag:%22cf3a3b97630466d224fac3f00883d34e%22	https://game.blockair.io/fonts/ChakraPetch-Bold.woff2	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/fonts/ChakraPetch-Bold.woff2	(from https://game.blockair.io/_app/immutable/assets/0.RD-aQmor.css)
09:14:22	159/159	---MCZ	200	added ('OK')	text/css	etag:W/%2260fc0d216838e5fdb3a72c6b46f97857%22	https://game.blockair.io/_app/immutable/assets/InfoModal.BYrjpcNl.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/InfoModal.BYrjpcNl.css	(from https://game.blockair.io/passport)
09:14:22	6335/6335	---MCZ	200	added ('OK')	text/css	etag:W/%22b0c004b7d489b22e552d12bb447fdd82%22	https://game.blockair.io/_app/immutable/assets/10.Dov3dzfr.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/10.Dov3dzfr.css	(from https://game.blockair.io/passport)
09:14:23	142224/142224	---M--	200	added ('OK')	image/webp	etag:%2270b5cfce2db16247f08cfaddc6e3dd3d%22	https://game.blockair.io/img/background.webp	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/img/background.webp	(from https://game.blockair.io/passport)
09:14:23	41/41	---M--	200	added ('OK')	text/css	etag:%22c954e8b964010d949a348a0df5ab8806%22	https://game.blockair.io/_app/immutable/assets/CountDownComponent.CkqPKftN.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/CountDownComponent.CkqPKftN.css	(from https://game.blockair.io/status)
09:14:23	1058682/1058682	---M--	200	added ('OK')	image/gif	etag:%225b783196799891e4add3e4d1057392be%22	https://game.blockair.io/img/gifs/plane_loading.gif	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/img/gifs/plane_loading.gif	(from https://game.blockair.io/passport)
09:14:23	9407/9407	---MCZ	200	added ('OK')	text/css	etag:W/%226f5a75f55cb3b63719ae64c822da38e6%22	https://game.blockair.io/_app/immutable/assets/15.j5Ya_BP8.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/15.j5Ya_BP8.css	(from https://game.blockair.io/status)
09:14:25	77/77	---MCZ	200	added ('OK')	text/css	etag:W/%22ca24432af3370737cf37d9197f9a04e4%22	https://game.blockair.io/_app/immutable/assets/FlightsAirportTYpe.DpXx3q8b.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/FlightsAirportTYpe.DpXx3q8b.css	(from https://game.blockair.io/flights)
09:14:25	4211954/4211954	---M--	200	added ('OK')	image/png	etag:%22c2d9bdcef7e4c5ffe1695da3ca68e3f8%22	https://game.blockair.io/img/clouds.png	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/img/clouds.png	(from https://game.blockair.io/status)
09:14:25	1019900/1019900	---M--	200	added ('OK')	video/webm	etag:%22ed8fd8928863b479b2d1b14042faecdb%22	https://game.blockair.io/videos/world_map_flights.webm	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/videos/world_map_flights.webm	(from https://game.blockair.io/status)
09:14:26	3054/3054	---MCZ	200	added ('OK')	text/css	etag:W/%227a724a4ec9cc67cf2ceb1eb907cfdd6c%22	https://game.blockair.io/_app/immutable/assets/4.atebJCia.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/4.atebJCia.css	(from https://game.blockair.io/flights)
09:14:26	16315/16315	---MCZ	200	added ('OK')	text/css	etag:W/%2265d8018ea1d12b78ffa50a8f7ec60af5%22	https://game.blockair.io/_app/immutable/assets/13.ClcDs2Aq.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/13.ClcDs2Aq.css	(from https://game.blockair.io/radar)
09:14:26	5821/5821	---MCZ	200	added ('OK')	text/css	etag:W/%227afa738b2b3fe3f54bd6fe0185f8b1c3%22	https://game.blockair.io/_app/immutable/assets/PostCard.D-qC7ctS.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/PostCard.D-qC7ctS.css	(from https://game.blockair.io/nfts/player-nfts)
09:14:27	3510/3510	---MCZ	200	added ('OK')	text/css	etag:W/%220f455373624c7669a44e68093f740fa6%22	https://game.blockair.io/_app/immutable/assets/9.BlA9B8m8.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/9.BlA9B8m8.css	(from https://game.blockair.io/nfts/player-nfts)
09:14:27	1264816/1264816	---M--	200	added ('OK')	video/mp4	etag:%2251ae3eaaf22bb1b68e25d7a61eb6b554%22	https://game.blockair.io/videos/cabecera2.mp4	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/videos/cabecera2.mp4	(from https://game.blockair.io/radar)
09:14:27	1325/1325	---MCZ	200	added ('OK')	text/css	etag:W/%22adae1864fa5619c54a4c5c395db99132%22	https://game.blockair.io/_app/immutable/assets/8.CbZrJGX7.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/8.CbZrJGX7.css	(from https://game.blockair.io/nfts/collections)
09:14:28	855/855	---MCZ	200	added ('OK')	text/css	etag:W/%22c51d4a8d1a54ca3e9d077f8be3529065%22	https://game.blockair.io/_app/immutable/assets/5.DZr1_iq6.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/5.DZr1_iq6.css	(from https://game.blockair.io/jackpot)
09:14:28	1614/1614	---MCZ	200	added ('OK')	text/css	etag:W/%22b9a650edfc2f0b9bc114c874a41fd3a7%22	https://game.blockair.io/_app/immutable/assets/14.g7gFLiUT.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/14.g7gFLiUT.css	(from https://game.blockair.io/shop)
09:14:29	2408/2408	---MCZ	200	added ('OK')	text/css	etag:W/%22af42e5d2c274ea8d373bd5fac0d5c360%22	https://game.blockair.io/_app/immutable/assets/12.ZKZyx_5T.css	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/_app/immutable/assets/12.ZKZyx_5T.css	(from https://game.blockair.io/post)
09:14:29	186122/186122	---M--	200	added ('OK')	image/png	etag:%223700c77e271ac39a4583cf7c4712b840%22	https://game.blockair.io/img/ticket/world-map-blue.png	C:/My%20Web%20Sites/https___game.blockair.io_/game.blockair.io/img/ticket/world-map-blue.png	(from https://game.blockair.io/_app/immutable/assets/4.atebJCia.css)
